"description","amount","unit","kCalories","protein","carbohydrates","fat","vitA","vitB1","vitB2","vitB3","vitB5","vitB6","vitB9","vitB12","vitC","vitD","vitE","vitK","choline","calcium","copper","iron","magnesium","manganese","phosphorus","potassium","selenium","sodium","zinc","water","fiber","cholesterol","saturatedFat","monoUnsaturatedFat","polyUnsaturatedFat","glycemicIndex","comments",
"repollo, berza",100,"gr","33.30","2.0","6.1","0.1","1.000,0","70.0","30.0","300.0","187.0","190.0","80.0","0.0","31.000,0","0.0","170.0","68.8","12.300,0","35.000,0","62.0","400.0","28.000,0","180.0","42.000,0","230.000,0","0.9","28.000,0","270.0","91.0","3.1","0.0","0.0","0.0","0.0","2.3","15.0",0,"kool, savooie"
"requesón, el 2% de grasa",100,"gr","84.01","11.8","3.7","2.5","74.0","41.0","198.0","108.0","253.0","22.0","10.0","0.5","0.0","0.0","40.0","0.0","16.300,0","91.000,0","30.0","150.0","7.000,0","7.0","163.000,0","84.000,0","9.9","330.000,0","410.0","80.7","0.0","10.0","1.0","0.4","0.1","3.7","30.0",0,"cottage cheese, 2% vet"
"salchichas de hígado",100,"gr","321.70","14.1","2.2","28.5","27.667,0","272.0","1.030,0","4.300,0","2.950,0","190.0","30.0","13.5","0.0","0.0","0.0","0.0","0.0","26.000,0","240.0","6.400,0","12.000,0","155.0","230.000,0","170.000,0","58.0","860.000,0","2.300,0","52.1","0.0","158.0","10.6","13.3","2.6","0.0","0.0","Great source of vitamin A","leverworst"
"salmón",100,"gr","136.42","19.8","0.0","6.3","40.0","226.0","380.0","7.860,0","1.664,0","818.0","25.0","3.2","0.0","0.0","0.0","0.0","0.0","12.000,0","250.0","800.0","29.000,0","16.0","200.000,0","490.000,0","36.5","44.000,0","640.0","68.5","0.0","55.0","1.0","2.1","2.5","0.0","0.0","Great source of omega-3 fatty acids","zalm"
"sandía",100,"gr","33.99","0.6","7.6","0.2","569.0","33.0","21.0","178.0","221.0","45.0","3.0","0.0","8.100,0","0.0","50.0","0.1","4.100,0","7.000,0","42.0","240.0","10.000,0","38.0","11.000,0","112.000,0","0.4","1.000,0","100.0","91.5","0.4","0.0","0.0","0.0","0.1","6.2","76.0",0,"watermeloen"
"semillas de lino",100,"gr","568.12","18.3","28.9","42.2","0.0","1.644,0","161.0","3.080,0","985.0","473.0","87.0","0.0","600.0","0.0","310.0","4.3","78.700,0","255.000,0","1.220,0","5.730,0","392.000,0","2.482,0","642.000,0","813.000,0","25.4","30.000,0","4.340,0","7.0","27.3","0.0","3.7","7.5","28.7","1.6","35.0","Great source of omega-3 fatty acids","lijnzaad"
"sepia (calamar, Inkfish)",100,"gr","74.54","16.2","0.8","0.7","375.0","9.0","910.0","1.216,0","500.0","150.0","16.0","3.0","5.300,0","0.0","0.0","0.0","0.0","90.000,0","587.0","6.020,0","30.000,0","110.0","387.000,0","354.000,0","44.8","372.000,0","1.730,0","80.6","0.0","112.0","0.1","0.1","0.1","0.0","0.0",0,"inktvis"
"soja",100,"gr","446.06","36.5","30.2","19.9","22.0","874.0","870.0","1.623,0","793.0","377.0","375.0","0.0","6.000,0","0.0","850.0","47.0","115.900,0","277.000,0","1.658,0","15.700,0","280.000,0","2.517,0","704.000,0","1.797.000,0","17.8","2.000,0","4.890,0","8.5","9.3","0.0","2.9","4.4","11.3","7.3","18.0",0,"sojabonen"
"soja, verdes",100,"gr","157.20","13.0","11.1","6.8","180.0","435.0","175.0","1.650,0","147.0","65.0","165.0","0.0","29.000,0","0.0","0.0","0.0","0.0","197.000,0","128.0","3.550,0","65.000,0","547.0","194.000,0","620.000,0","1.5","15.000,0","990.0","67.5","4.2","0.0","0.8","1.3","3.2","0.0","30.0",0,"sojabonen, groen"
"soya, germinados",100,"gr","150.94","13.1","9.6","6.7","11.0","340.0","118.0","1.148,0","929.0","176.0","172.0","0.0","15.300,0","0.0","0.0","0.0","0.0","67.000,0","427.0","2.100,0","72.000,0","702.0","164.000,0","484.000,0","0.6","14.000,0","1.170,0","69.1","1.1","0.0","0.9","1.5","3.8","0.0","15.0",0,"sojascheuten"
"Special K de Kellogg (cereales)",100,"gr","387.95","22.5","71.0","1.6","2.474,0","1.700,0","1.900,0","23.000,0","0.0","6.400,0","1.290,0","19.5","67.700,0","0.0","15.300,0","0.5","31.000,0","30.000,0","200.0","27.000,0","62.000,0","2.772,0","219.000,0","196.000,0","54.9","721.000,0","2.900,0","3.0","2.4","0.0","0.4","0.4","0.8","12.9","70.0","Great source of vitamins and minerals but also contains lots of sugar","Kellogg's Special K"
"suero de leche, aislar",100,"gr","367.80","89.0","0.7","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","360.000,0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.5","0.3","0.0","0.7","0.0","Fast absorbing source of protein (2 hours)","wei, isolaat"
"suero de leche, se concentran",100,"gr","407.00","80.0","6.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","450.000,0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","3.3","2.4","0.3","6.0","10.0","Fast absorbing source of protein (2 hours)","wei, concentraat"
"ternera, magra",100,"gr","110.74","20.2","0.0","3.3","0.0","70.0","260.0","9.080,0","1.390,0","560.0","14.0","1.2","0.0","0.0","260.0","0.0","0.0","17.000,0","100.0","750.0","25.000,0","29.0","211.000,0","324.000,0","8.8","91.000,0","2.490,0","74.9","0.0","80.0","1.0","1.1","0.3","0.0","0.0",0,"kalfsvlees, mager"
"tomates",100,"gr","21.00","0.9","3.9","0.2","833.0","37.0","19.0","594.0","89.0","80.0","15.0","0.0","12.700,0","0.0","540.0","7.9","6.700,0","10.000,0","59.0","270.0","11.000,0","114.0","24.000,0","237.000,0","0.0","5.000,0","170.0","94.5","1.2","0.0","0.0","0.0","0.1","2.6","30.0",0,"tomaten"
"tomates en lata",100,"gr","20.29","0.8","4.0","0.1","117.0","45.0","55.0","712.0","118.0","111.0","8.0","0.0","9.300,0","0.0","680.0","2.9","7.000,0","31.000,0","69.0","970.0","11.000,0","77.0","19.000,0","188.000,0","0.1","10.000,0","140.0","94.3","1.0","0.0","0.0","0.0","0.1","2.4","30.0",0,"tomaten, ingeblikt"
"tomates, amarillos",100,"gr","18.18","1.0","3.0","0.3","0.0","41.0","47.0","1.179,0","110.0","56.0","30.0","0.0","9.000,0","0.0","0.0","0.0","0.0","11.000,0","101.0","490.0","12.000,0","120.0","36.000,0","258.000,0","0.4","23.000,0","280.0","95.3","0.7","0.0","0.0","0.0","0.1","0.0","30.0",0,"tomaten, geel"
"tomates, naranjas",100,"gr","19.07","1.2","3.2","0.2","1.496,0","46.0","34.0","593.0","186.0","60.0","29.0","0.0","16.000,0","0.0","0.0","0.0","0.0","5.000,0","62.0","470.0","8.000,0","88.0","29.000,0","212.000,0","0.4","42.000,0","140.0","94.8","0.9","0.0","0.0","0.0","0.1","0.0","30.0",0,"tomaten, oranje"
"tortas de arroz (merienda)",100,"gr","384.00","8.2","81.5","2.8","0.0","61.0","165.0","7.806,0","1.000,0","150.0","21.0","0.0","0.0","0.0","1.240,0","1.9","32.100,0","11.000,0","445.0","1.490,0","131.000,0","3.730,0","360.000,0","290.000,0","24.6","326.000,0","3.000,0","5.8","4.2","0.0","0.6","1.0","1.0","0.9","82.0",0,"rijstkoekjes (snack)"
"tortas de palomitas de maíz",100,"gr","387.10","9.7","80.1","3.1","72.0","75.0","178.0","6.006,0","434.0","181.0","18.0","0.0","0.0","0.0","290.0","1.1","22.400,0","9.000,0","569.0","1.870,0","159.000,0","985.0","277.000,0","327.000,0","9.9","288.000,0","3.990,0","5.0","2.9","0.0","0.5","0.9","1.4","0.7","65.0",0,"popcorn koekjes"
"totopos (merienda)",100,"gr","503.64","7.8","65.6","23.4","3.0","15.0","100.0","1.262,0","1.185,0","213.0","20.0","0.4","0.0","0.0","4.290,0","20.9","19.400,0","174.000,0","523.0","2.320,0","146.000,0","0.0","200.000,0","215.000,0","6.7","421.000,0","2.460,0","1.9","5.3","0.0","2.8","6.8","11.2","1.0","64.0",0,"tortilla chips (snack)"
"trigo",100,"gr","364.23","11.3","75.9","1.7","9.0","387.0","108.0","4.381,0","954.0","368.0","38.0","0.0","0.0","0.0","1.010,0","1.9","0.0","32.000,0","363.0","4.560,0","93.000,0","3.821,0","355.000,0","432.000,0","0.0","2.000,0","3.330,0","9.6","12.2","0.0","0.3","0.2","0.8","0.4","50.0",0,"tarwe"
"trucha",100,"gr","142.57","20.8","0.0","6.6","57.0","350.0","330.0","4.500,0","1.940,0","200.0","13.0","7.8","500.0","155.0","200.0","0.1","65.000,0","43.000,0","188.0","1.500,0","22.000,0","851.0","245.000,0","361.000,0","12.6","52.000,0","660.0","71.4","0.0","58.0","1.1","3.3","1.5","0.0","0.0",0,"forel"
"uvas",100,"gr","76.72","0.7","18.1","0.2","66.0","69.0","70.0","188.0","50.0","86.0","2.0","0.0","10.800,0","0.0","190.0","14.6","5.600,0","10.000,0","127.0","360.0","7.000,0","71.0","20.000,0","191.000,0","0.1","2.000,0","70.0","80.5","0.9","0.0","0.1","0.0","0.0","15.5","46.0","High in glucose and fructose","druiven"
"vitargo",100,"gr","368.00","0.0","92.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","110.0",0,"vitargo"
"yema",100,"gr","316.66","15.9","3.6","26.5","1.442,0","176.0","528.0","24.0","2.990,0","350.0","146.0","2.0","0.0","133.0","2.580,0","0.7","682.300,0","129.000,0","77.0","2.730,0","5.000,0","55.0","390.000,0","109.000,0","56.0","48.000,0","2.300,0","52.3","0.0","1.234,0","9.6","11.7","4.2","0.6","0.0","Cholesterol: 615 mg per 100 g","eierdooier"
"yogur, graso",100,"gr","61.77","3.5","4.7","3.3","99.0","29.0","142.0","75.0","389.0","32.0","7.0","0.4","500.0","2.0","60.0","0.2","15.200,0","121.000,0","9.0","50.0","12.000,0","4.0","95.000,0","155.000,0","2.2","46.000,0","590.0","87.9","0.0","13.0","2.1","0.9","0.1","4.7","30.0",0,"yoghurt, vet"
"yogurt, sin grasa",100,"gr","55.26","5.7","7.7","0.2","7.0","48.0","234.0","124.0","641.0","53.0","12.0","0.6","900.0","0.0","0.0","0.2","15.200,0","199.000,0","15.0","90.0","19.000,0","5.0","157.000,0","255.000,0","3.6","77.000,0","970.0","85.2","0.0","2.0","0.1","0.0","0.0","7.7","30.0",0,"yoghurt, mager"
"zanahorias",100,"gr","44.20","0.9","9.6","0.2","16.706,0","66.0","58.0","983.0","273.0","138.0","19.0","0.0","5.900,0","0.0","660.0","13.2","8.800,0","33.000,0","45.0","300.0","12.000,0","143.0","35.000,0","320.000,0","0.1","69.000,0","240.0","88.3","2.8","0.0","0.0","0.0","0.1","4.7","45.0","Great source of vitamin A","wortelen"
"zucchini (calabacín)",100,"gr","20.16","1.2","3.1","0.3","200.0","45.0","94.0","451.0","204.0","163.0","24.0","0.0","17.900,0","0.0","120.0","4.3","9.500,0","16.000,0","53.0","370.0","18.000,0","177.0","38.000,0","261.000,0","0.2","8.000,0","320.0","94.8","1.0","0.0","0.1","0.0","0.1","2.5","15.0",0,"courgette"
"zumo de limón",100,"gr","30.13","0.4","6.5","0.3","15.0","41.0","9.0","197.0","91.0","43.0","10.0","0.0","24.800,0","0.0","150.0","0.0","5.100,0","11.000,0","37.0","130.0","8.000,0","20.0","9.000,0","102.000,0","0.1","21.000,0","60.0","92.5","0.4","0.0","0.0","0.0","0.1","2.4","20.0",0,"citroensap"
"zumo de naranja",100,"gr","48.11","0.7","11.0","0.2","175.0","39.0","21.0","201.0","180.0","31.0","24.0","0.0","30.100,0","0.0","200.0","0.1","6.200,0","10.000,0","22.0","100.0","10.000,0","21.0","17.000,0","184.000,0","0.1","4.000,0","40.0","87.7","0.3","0.0","0.0","0.0","0.0","8.8","52.0","Great source of vitamin C","sinaasappelsap"
"zumo de pomelo",100,"gr","38.82","0.5","9.0","0.1","7.0","42.0","20.0","231.0","130.0","20.0","10.0","0.0","29.200,0","0.0","40.0","0.0","7.700,0","7.000,0","38.0","200.0","10.000,0","20.0","11.000,0","153.000,0","0.1","1.000,0","90.0","90.1","0.1","0.0","0.0","0.0","0.0","8.9","48.0","Great source of vitamin C","pompelmoessap"
"Proteína Whey Isolada Vainilla (ON)","29.4","gr","117.00","24.0","3.0","1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Cereal All Bran Original (Kellogs)",100,"gr","396.25","12.5","72.5","6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22.5",0,0,0,0,0,0,0,
"Leche de Soya (Vive Soy)",100,"ml","44.10","3.1","4.1","1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17.5",0,0,
"Salvado de Trigo (Schullo)",25,"gr","90.00","5.0","13.0","2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0",0,0,0,0,0,0,0,
"Cereal de Trigo A (Imparable)",40,"gr","90.00","8.0","10.0","2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.0",0,0,0,0,"2.0",0,0,
"Leche descremada B9 (La Serenisima)",200,"ml","88.60","6.0","9.4","3.0","128.0",0,0,0,0,0,"36.0",0,"14.0","2.0",0,0,0,"280.0",0,0,0,0,0,0,0,"136.0",0,0,0,0,0,0,0,0,0,0,
"Yogur de frutilla (Ser)",200,"ml","60.40","6.2","8.9","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Cereales Integrales (Mercado Central)",100,"gr","391.64","7.2","83.0","3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.3",0,0,0,0,0,0,0,
"Arroz pulido tipo largo (Monte Rubi)",50,"gr","172.00","3.0","40.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.0",0,0,0,0,0,0,0,
"Galletas Crackers de salvado sin sal",30,"gr","130.50","3.5","19.0","4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.0",0,0,"0.9",0,0,0,0,0,0,0,
"Leche parcialmente descremada 1.5% grasa (Verónica)",100,"ml","44.70","3.0","4.8","1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Mermelada de avellanas y cacao ( Nutella)",20,"gr","105.50","1.2","11.0","6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Queso Port Salut Light (La Serenísima)",100,"gr","218.00","27.0","0.5","12.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Cacao en polvo Opti-Start (Nesquik)",14,"gr","50.00","0.6","11.0","0.4","114.0","0.2","0.4",0,0,"0.3",0,"0.3","6.7","1.5","0.8",0,0,"3.9",0,"2.1","39.0",0,"27.0","112.0",0,"28.0","1.1",0,"0.9",0,"0.2",0,0,0,0,0,
"Queso port salut light (sancor)",100,"gr","208.00","25.0","0.0","12.0","400.0",0,0,0,0,0,0,0,0,"3.3",0,0,0,"700.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Oblea rellena de mani (Misky)",25,"gr","98.80","2.2","18.0","2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Harina de trigo (Pureza)",1000,"gr","3260.00","100.0","715.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Lomitos de atun (Leader price)",60,"gr","50.30","11.0","0.0","0.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Atun desmenuzado (Okey)",60,"gr","53.00","11.0","0.0","1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Lentejas (Etnia)",60,"gr","142.30","16.0","18.0","0.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0",0,0,"18.0",0,0,0,0,0,0,0,
"CENTRUM",1,"u","0.00","0.0","0.0","0.0","2.000,0","1.4","1.6",0,0,"2.0",0,"1.0","60.0",0,"14.9","30.0",0,0,"2.0","14.0","100.0","2.5","125.0","40.0","25.0",0,"15.0",0,0,0,0,0,0,0,0,0,
"Arroz (Vanguardia)",50,"gr","176.00","4.0","40.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.7",0,0,0,0,0,0,0,
"Avena instantánea",100,"gr","93.52","2.5","18.2","1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78.0",0,"122.0",0,0,"1.9",0,"0.2","0.4","0.4",0,0,0,
"Aceite girasol (Legítimo)",13,"ml","108.00","0.0","0.0","12.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.0",0,"7.0",0,0,0,
"Lentejas (Elio)",60,"gr","192.00","16.0","32.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"121.0",0,0,"3.0",0,0,0,0,0,0,0,
"Avena tradicional (Quaker)",100,"gr","347.10","13.0","56.0","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,7,0,0,0,0,0,7,"3.5",0,"11.0",0,"1.5","3.6","2.7",0,0,0,
"Pan de molde (La Santiagueña)",50,"gr","122.00","4.1","21.0","2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"296.0",0,0,"1.4",0,"0.2",0,0,0,0,0,
